X,Dam_Name,Continent,Lat,Long,Source,Flag,Article_source,ORD_FLOW,storage,up_area_sk,dem,underground,sgr_dk_rav,row_max_tmin,row_max_q
4461,LIMERICKDAM,Africa,-33.44444444,21.89444444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36809dams with location,catchment,and attribute information",8,0.094,59.6714,625,1020,102,15.5,1.4
3446,MOERBEIDAL DAM,Africa,-30.55,26.45,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36810dams with location,catchment,and attribute information",8,0.09,14.6062,1353,503,219,13.9,36.5
5365,V5 DAM,Africa,-33.79555556,23.63694444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36811dams with location,catchment,and attribute information",7,0.058,45.114,768,673,54,16.6,4.9
725,Henry Hallam (or Prince Edward),Africa,-17.98333333,30.08055556,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36812dams with location,catchment,and attribute information",7,9.25,20.621,1112,249,101,17.5,21.5
5494,BUFFELSRIVER DAM,Africa,-34.32444444,18.85111111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36813dams with location,catchment,and attribute information",7,1,9.92772,294,609,275,15.5,5
3674,ROXANADAM,Africa,-31.66694444,21.86694444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36814dams with location,catchment,and attribute information",6,0.08,3058.16,1285,468,17,15.9,3.4
5065,NIC  GERBER  DAM  (PREVIOUSLY:  LAKE GERBER DAM),Africa,-33.96222222,22.62916667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36815dams with location,catchment,and attribute information",8,0.246,14.4257,374,602,260,17.6,3.6
1989,HONIGFONTEIN DAM,Africa,-26.42361111,28.73611111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36816dams with location,catchment,and attribute information",8,0.075,15.5731,1646,291,27,13.6,29.6
987,HOPE DAM NO.1,Africa,-24.06527778,30.90555556,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36817dams with location,catchment,and attribute information",7,0.099,20.5813,470,491,62,21.3,4.2
4901,HELDERSTROOM-DONKERHOEK DAM,Africa,-34.05972222,19.37080556,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36818dams with location,catchment,and attribute information",7,0.781,14.231,493,595,249,15.9,10
2220,WIT HUIS,Africa,-27.5475,29.90194444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36819dams with location,catchment,and attribute information",8,0.125,14.0856,1509,531,194,15.5,7.5
5350,BAKOOR JAKKALSDRAAI DAM,Africa,-33.80888889,18.74444444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36820dams with location,catchment,and attribute information",7,0.242,28.5366,129,308,50,17.7,4.9
2214,MIDDENSPRUIT DAM,Africa,-27.57472222,27.18277778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36821dams with location,catchment,and attribute information",8,0.193,56.5177,1419,600,45,15.5,39.1
3269,IMPREFED DAM,Africa,-30.20027778,29.33361111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36822dams with location,catchment,and attribute information",7,0.074,12.4306,1728,450,159,12.6,106.9
2785,HAVENSREST DAM,Africa,-29.11694444,30.58361111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36823dams with location,catchment,and attribute information",7,0.18,24.0047,1073,555,114,16.4,204.3
3267,REUBEN DAM,Africa,-30.21694444,29.20027778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36824dams with location,catchment,and attribute information",7,0.05,38.0359,1563,364,155,13.9,91.7
1351,KENNEDYS VALE DAM,Africa,-24.84027778,30.10027778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36825dams with location,catchment,and attribute information",6,28,532.319,1073,534,106,19,8.7
2707,RONDEBOSCH DAM,Africa,-29.275,30.025,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36826dams with location,catchment,and attribute information",7,0.9,16.8495,1495,489,165,13.9,117.2
2964,TRIANGE DAM,Africa,-29.82388889,29.58052778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36827dams with location,catchment,and attribute information",7,0.783,38.9299,1533,438,44,13.6,133.8
261,Ruwan Kanya,Africa,11.50194444,8.448055556,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36828dams with location,catchment,and attribute information",7,33,130.849,540,125,35,25.5,153.4
4342,TOUW DAM,Africa,-33.58361111,20.86694444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36829dams with location,catchment,and attribute information",6,0.06,3959.25,483,584,33,19.1,1.2
41,Siliana,Africa,36.15638889,9.351666667,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36830dams with location,catchment,and attribute information",6,70,1039.63,450,434,114,23.2,2.8
5167,BERGRIVIER DAM (PREVIOUSLY SKUIFRAAM DAM),Africa,-33.90694444,19.05833333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36831dams with location,catchment,and attribute information",6,130,78.5175,582,739,65,16.9,5.4
2655,REY DAM,Africa,-29.33208333,29.79277778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36832dams with location,catchment,and attribute information",8,0.42,11.4141,1648,435,0,14.2,101
5211,GROOT DAM,Africa,-33.88047222,19.38297222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36833dams with location,catchment,and attribute information",7,0.072,69.4697,480,478,57,17.5,4.6
1100,TAGANASHOEK DAM,Africa,-23.78361111,30.38361111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36834dams with location,catchment,and attribute information",7,0.05,97.606,575,409,34,21.2,4.4
4997,RIGYNE DAM,Africa,-34.01647222,24.24163889,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36835dams with location,catchment,and attribute information",7,0.06,16.0189,342,706,192,16.5,5
105,Lalla Takerkoust,Africa,31.355,-8.135833333,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36836dams with location,catchment,and attribute information",6,96,1699.25,852,664,130,20.7,3.8
1863,PANFONTEIN POND NO.7,Africa,-26.70833333,28.03138889,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36837dams with location,catchment,and attribute information",6,0.5,3478.5,1486,388,7,15.3,7.4
5097,MORGENSTOND-GROOT DAM,Africa,-33.93805556,20.02583333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36838dams with location,catchment,and attribute information",8,0.135,16.7354,326,677,70,18.6,2.3
841,Thornville,Africa,-21.04611111,28.14611111,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36839dams with location,catchment,and attribute information",7,3.45,182.06,1055,229,26,19.4,4.9
4227,JOHAN VAN DER WALT DAM,Africa,-32.70833333,25.55972222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36840dams with location,catchment,and attribute information",8,0.054,13.0066,992,714,156,15.5,4.2
3747,VREDE DAM,Africa,-32.54583333,18.98055556,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36841dams with location,catchment,and attribute information",6,0.136,1165.59,384,604,8,16.9,2.5
3244,WELBEDACHT DAM,Africa,-30.275,28.94722222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36842dams with location,catchment,and attribute information",7,0.58,19.095,1604,518,75,13.4,43.6
1104,VERGELEGEN DAM,Africa,-23.77447222,30.08158333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36843dams with location,catchment,and attribute information",8,0.261,12.7681,1104,694,71,19.1,5.9
2296,QUAGGASKIRK DAM NO1(KALLIESEDAM),Africa,-28.17888889,29.95611111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36844dams with location,catchment,and attribute information",7,0.321,15.8961,1313,486,157,14.7,55.1
2553,LEEUWAARDEN DAM,Africa,-28.42777778,28.23333333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36845dams with location,catchment,and attribute information",7,0.12,80.0076,1815,633,50,13.4,33.6
4603,DORINGKLOOF  DAM,Africa,-33.3,19.46666667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36846dams with location,catchment,and attribute information",7,0.136,76.7922,890,532,168,16,2.5
1293,BURGERSHALL A-DAM,Africa,-25.10277778,31.08472222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36847dams with location,catchment,and attribute information",7,0.2,192.541,628,483,74,19.7,7.8
680,Eben,Africa,-17.07583333,31.53694444,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36848dams with location,catchment,and attribute information",6,12.73,298.555,994,346,88,18.1,24.8
206,Ouaga II (Tanghin1),Africa,12.38833333,-1.516388889,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36849dams with location,catchment,and attribute information",7,2.7,353.314,297,96,3,27.7,90
1726,DOORNRUG-OPGAAR DAM,Africa,-25.91833333,29.08361111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36850dams with location,catchment,and attribute information",8,0.07,70.6346,1535,353,40,14.4,22.2
3334,NUNGWANA DAM,Africa,-30.00555556,30.74333333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36851dams with location,catchment,and attribute information",7,2.3,57.2586,435,433,211,19.7,286.7
4319,LELIENFONTEIN DAM,Africa,-33.62777778,19.03333333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36852dams with location,catchment,and attribute information",7,0.136,39.3185,274,393,165,17.7,4.5
4080,KOMYL DAM,Africa,-32.95027778,19.26388889,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36853dams with location,catchment,and attribute information",7,0.244,29.8961,976,568,332,14,2.6
4103,SANDRIVIER DAM,Africa,-32.91138889,19.45805556,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36854dams with location,catchment,and attribute information",7,0.188,14.9572,1091,523,40,14.7,2.3
2522,BRAEMAR DAM 4,Africa,-28.56194444,29.46611111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36855dams with location,catchment,and attribute information",7,0.08,14.1414,1152,467,89,16,56.9
272,Badadougou,Africa,10.76666667,-4.92,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36856dams with location,catchment,and attribute information",7,6,122.487,498,174,27,23.1,183
1873,CARL'B' DAM,Africa,-26.65138889,30.31944444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36857dams with location,catchment,and attribute information",7,0.125,0.383651,1535,344,54,14.3,43.7
1934,WESTOE DAM,Africa,-26.50416667,30.62555556,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36858dams with location,catchment,and attribute information",6,61.9,525.687,1557,206,95,14.1,101.5
183,Tougouri,Africa,13.11666667,-1.216666667,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36859dams with location,catchment,and attribute information",7,6,756.865,322,253,10,27.1,52.9
998,LOOLE DAM,Africa,-24.01666667,31.14027778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36860dams with location,catchment,and attribute information",8,0.326,21.9654,389,519,136,21.9,3.8
3734,WRIGGLESWADE DAM,Africa,-32.57833333,27.55833333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36861dams with location,catchment,and attribute information",6,93.2,449.2,782,371,46,16,5.9
4151,KRUIDFONTEIN DAM,Africa,-32.83944444,21.97222222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36862dams with location,catchment,and attribute information",6,0.09,8518.48,588,349,19,18.5,1.8
3007,ELDERSLEA DAM,Africa,-29.77777778,26.98472222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36863dams with location,catchment,and attribute information",8,0.17,20.3024,1464,377,85,14.1,10.5
4761,SKAAPKRAAL DAM,Africa,-34.18944444,19.07944444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36864dams with location,catchment,and attribute information",7,1.8,15.4474,333,528,69,15.9,28.9
3447,MILLGRANGE DAM,Africa,-30.55694444,29.3825,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36865dams with location,catchment,and attribute information",6,0.06,199.244,1574,521,82,14.7,97.1
665,Mudi,Africa,-15.79222222,35.03777778,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36866dams with location,catchment,and attribute information",7,1.4,12.5999,931,341,288,18.2,237.6
860,PRIVAAT DAM,Africa,-22.425,29.89027778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36867dams with location,catchment,and attribute information",8,0.06,19.6453,612,733,84,22.1,4.7
2253,MAHAWANE DAM,Africa,-27.34166667,29.90833333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36868dams with location,catchment,and attribute information",8,1.92,24.6008,1741,495,73,13.7,20.9
5458,SCHEEPERSKRAAL-GROOT DAM,Africa,-33.69777778,22.61916667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36869dams with location,catchment,and attribute information",6,0.087,1057.27,601,542,49,17.5,2.8
2068,AMERSFOORT DAM,Africa,-27.06694444,29.88361111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36870dams with location,catchment,and attribute information",7,0.993,187.757,1665,268,20,13.8,22.6
1852,THE OAKS DAM,Africa,-26.75027778,30.53361111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36871dams with location,catchment,and attribute information",6,0.092,539.42,1439,263,0,14.6,81.7
2654,REDCLIFF DAM,Africa,-29.33472222,29.78472222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36872dams with location,catchment,and attribute information",8,0.15,11.4141,1648,435,0,14.2,101
3119,SUNNYVALE DAM,Africa,-29.55027778,30.51694444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36873dams with location,catchment,and attribute information",5,0.055,2328.46,750,561,70,17.8,160.9
4935,TSITSIKAMMA DAM-WAS HOFFMANSBOSCH-KROONBULT DAM,Africa,-34.025,24.25833333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36874dams with location,catchment,and attribute information",8,0.96,10.3198,149,573,430,16.6,4.5
5492,MELKHOUTFONTEIN DAM,Africa,-34.33888889,21.40805556,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36875dams with location,catchment,and attribute information",8,0.4,31.0254,123,798,124,17.2,2
50,Msakhskha,Africa,34.55555556,-1.966666667,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36876dams with location,catchment,and attribute information",8,2.7,85.2384,852,626,106,18.8,3.6
3374,BEEDALEDAM,Africa,-30.88361111,30.33361111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36877dams with location,catchment,and attribute information",7,0.05,26.5351,98,338,177,22.2,224
460,Akosombo (main),Africa,6.35,0.1,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36878dams with location,catchment,and attribute information",3,147960,404289,151,368,0,23.9,41.9
74,Kasba Tadla,Africa,32.5875,-6.346388889,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36879dams with location,catchment,and attribute information",8,0.1,35.2449,523,180,80,22.7,26.4
5035,TWEEKLOOF DAM 1,Africa,-33.9975,24.89652778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36880dams with location,catchment,and attribute information",8,0.1,37.7374,245,649,188,17.9,3.3
2040,DAM D,Africa,-26.27027778,30.02916667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36881dams with location,catchment,and attribute information",8,0.065,10.0092,1684,233,37,13.1,53.2
3808,VENTNOR DAM,Africa,-32.35,26.35194444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36882dams with location,catchment,and attribute information",8,0.073,10.154,1683,720,152,10.9,6.5
3156,DRY MOUNTAIN DAM,Africa,-29.48361111,30.25027778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36883dams with location,catchment,and attribute information",7,0.06,25.2342,1072,524,397,15.9,147.8
4445,SANDHOEK DAM,Africa,-33.45944444,19.63361111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36884dams with location,catchment,and attribute information",7,0.25,35.1175,937,613,417,16.9,3
2386,DEALBATA DAM,Africa,-27.87777778,28.51694444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36885dams with location,catchment,and attribute information",8,0.652,22.0055,1655,399,48,13.6,34
1894,FORBESATHOLE DAM,Africa,-26.58611111,30.51694444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36886dams with location,catchment,and attribute information",8,0.7,11.5176,1406,250,140,14.5,83.9
2055,DRILVLEI DAM,Africa,-27.19722222,29.27222222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36887dams with location,catchment,and attribute information",6,0.11,4026.4,1599,523,0,13.8,29.5
3024,CAMPERDOWN DAM,Africa,-29.7375,30.53861111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36888dams with location,catchment,and attribute information",7,0.111,16.2153,706,480,171,17.9,228
559,Sasumua,Africa,-0.760555556,36.68194444,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36889dams with location,catchment,and attribute information",6,13.25,96.5888,2657,244,239,8.9,28.8
1140,GROENFONTEIN,Africa,-23.6775,28.20611111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36890dams with location,catchment,and attribute information",6,0.43,2173.53,937,548,18,20.2,7.9
2801,ST.KITTSSCHEME(1)IRRIGATION,Africa,-29.08361111,31.52222222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36891dams with location,catchment,and attribute information",7,0.091,12.5665,133,373,49,20.8,300.6
730,Chivero,Africa,-17.88416667,30.77083333,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36892dams with location,catchment,and attribute information",6,250,2254.01,1400,250,67,16.1,27.9
3207,STERKWATER-OU DAM,Africa,-30.38336111,26.70616667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36893dams with location,catchment,and attribute information",8,0.2,73.112,1454,492,50,13.3,52.8
2858,HAZYVIEW DAM,Africa,-28.96115556,30.89806389,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36894dams with location,catchment,and attribute information",7,0.08,23.2883,805,625,579,17,230.7
2532,ERFENIS DAM,Africa,-28.51083333,26.77833333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36895dams with location,catchment,and attribute information",6,212.34,4757.3,1381,454,30,15.3,11.8
4571,KLAARSTROOM DAM,Africa,-33.33611111,22.52638889,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36896dams with location,catchment,and attribute information",8,0.22,34.4197,968,710,197,15.9,2.3
1061,LUSHOF DAM,Africa,-23.82861111,30.19277778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36897dams with location,catchment,and attribute information",6,0.06,716.055,694,504,45,20.1,5.2
3765,MIELIEDRAAI DAM,Africa,-32.49527778,18.83916667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36898dams with location,catchment,and attribute information",7,0.19,35.2947,422,830,203,15.5,2.6
2978,MICHAUX DAM,Africa,-29.81936111,29.30055556,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36899dams with location,catchment,and attribute information",6,0.063,86.2573,1967,517,99,12.6,145.1
3071,FOURIESPRUIT DAM,Africa,-29.66475,25.99897222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36900dams with location,catchment,and attribute information",7,1.8,668.081,1394,346,26,14.2,15.7
868,PARMA BABY,Africa,-22.24166667,29.11361111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36901dams with location,catchment,and attribute information",8,0.151,145.732,613,380,35,21.6,3.4
1636,KROMFONTEIN UPPER (MIDDLEDRIFT) COFFER DAM,Africa,-26.12419444,29.26169444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36902dams with location,catchment,and attribute information",7,0.051,1378.92,1552,235,21,14,8.3
762,Mantasoa,Africa,-18.95555556,47.88388889,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36903dams with location,catchment,and attribute information",7,125,6.69933,1416,144,7,16,336.8
4770,GROENRUG DAM,Africa,-34.17333333,19.10833333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36904dams with location,catchment,and attribute information",7,0.28,14.9215,333,528,154,16,29.9
4926,LIEU AMOR DAM,Africa,-34.06047222,24.32333333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36905dams with location,catchment,and attribute information",7,0.298,41.8134,216,683,149,16.9,4.2
3868,CAMP DAM,Africa,-32.18361111,25.70027778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36906dams with location,catchment,and attribute information",9,0.1,4.17824,950,707,0,15.2,4.3
4031,WELTEVREDE-GROOT NO9-DAM,Africa,-32.9725,19.36694444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36907dams with location,catchment,and attribute information",7,0.113,0.180066,1103,539,26,13.4,2.3
4327,BRUGPLAAS  NO.1  DAM,Africa,-33.60972222,19.52916667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36908dams with location,catchment,and attribute information",7,0.345,21.8168,492,537,298,17.3,3.7
4127,DEMEUL-GROOT DAM,Africa,-32.87388889,19.32722222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36909dams with location,catchment,and attribute information",7,0.9,49.3793,1058,493,100,14.4,2.5
2948,FAIRVIEW DAM NO 2,Africa,-29.83361111,30.50027778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36910dams with location,catchment,and attribute information",7,0.055,1.86179,706,480,170,17.3,246.1
1622,BOMBARDIE FARM DAM NO.2,Africa,-26.16694444,29.05027778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36911dams with location,catchment,and attribute information",8,0.23,31.5942,1592,310,33,13.1,26.7
4005,HOUDCONSTANT DAM,Africa,-33.015,19.0225,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36912dams with location,catchment,and attribute information",7,0.38,0.720024,179,311,68,16.9,2.9
4553,LAPSFONTEIN DAM,Africa,-33.36805556,19.45138889,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36913dams with location,catchment,and attribute information",7,0.165,16.853,890,532,196,15.9,2.6
2718,STAGSTONES DAM,Africa,-29.26694444,29.81694444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36914dams with location,catchment,and attribute information",7,0.22,147.375,1607,384,27,14.2,97
4262,VALLETJIES DAM,Africa,-33.69666667,19.88694444,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36915dams with location,catchment,and attribute information",8,0.075,11.0739,875,823,326,15,2.6
5221,DIEPKLOOF DAM,Africa,-33.88333333,25.11666667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36916dams with location,catchment,and attribute information",8,0.05,14.4352,261,693,83,17.2,3.4
1759,CENTURION SILT DAM,Africa,-25.875,28.18333333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36917dams with location,catchment,and attribute information",8,0.12,11.9726,1467,441,117,15.3,93.3
2469,NEEDLEWOOD DAM,Africa,-28.71388889,29.31666667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36918dams with location,catchment,and attribute information",7,0.1,143.736,1251,473,45,16,39.4
4376,GLENIFFER DAM NO2,Africa,-33.5125,26.72361111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36919dams with location,catchment,and attribute information",8,0.2,23.6229,137,628,296,18.6,5.1
94,Zaret,Africa,32.24416667,13.13583333,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36920dams with location,catchment,and attribute information",6,8.6,641.023,364,542,99,21.3,2.1
5061,TWEEFONTEIN (KROM RIVER) DAM,Africa,-33.96722222,24.53861111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36921dams with location,catchment,and attribute information",7,0.11,267.766,219,512,79,17.5,3.7
5190,DOORNRIVIERVLEI DAM,Africa,-33.89694444,20.76555556,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36922dams with location,catchment,and attribute information",8,0.2,25.8289,734,877,258,16.9,1.6
2493,DUBERIDGE DAM,Africa,-28.61722222,31.8175,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36923dams with location,catchment,and attribute information",7,0.1,15.2634,131,323,38,20.4,259
4666,DOORNPLAAT DAM,Africa,-33.22286111,19.31875,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36924dams with location,catchment,and attribute information",7,0.292,11.1333,811,441,415,13.4,2.7
4947,WELTEVREDE DAM,Africa,-34.04444444,24.55138889,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36925dams with location,catchment,and attribute information",8,0.066,11.0271,264,623,61,17.7,3.7
3102,KIMBERLEY RIDGE DAM,Africa,-29.56583333,29.89472222,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36926dams with location,catchment,and attribute information",7,0.05,17.1797,1658,491,298,13.3,153.2
3573,BOSBERG DAM,Africa,-31.07055556,25.27277778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36927dams with location,catchment,and attribute information",9,0.15,1.10318,1483,461,19,14.1,6.1
5127,AKKERBOOM-KLOOFDAM,Africa,-33.91066667,20.47027778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36928dams with location,catchment,and attribute information",8,0.15,10.3293,665,792,291,15.5,1.9
385,Guzan,Africa,9.283333333,5.65,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36929dams with location,catchment,and attribute information",7,20,32.8384,168,132,94,24.4,12.4
596,Hale Tanesco,Africa,-5.2833,38.6,"AQUASTAT, GRAND",record,"Global Dam Tracker:A database of more than 36930dams with location,catchment,and attribute information",5,1.9,38741.1,215,220,72,23,8.1
5037,NEWLANDS SERVICE RESERVOIR NO. 1,Africa,-33.96638889,18.45083333,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36931dams with location,catchment,and attribute information",7,0.132,13.8845,131,365,54,15.2,4.6
2624,ARMENIA DAM,Africa,-29.36416667,27.12888889,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36932dams with location,catchment,and attribute information",7,13.183,839.808,1566,499,16,13.7,24.7
5099,WELTEVREDEN DAM,Africa,-33.93361111,24.80027778,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36933dams with location,catchment,and attribute information",7,0.064,72.1485,245,649,130,17.6,3.5
1297,RHENOSTERKOP DAM,Africa,-25.09583333,28.91666667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36934dams with location,catchment,and attribute information",6,206,3676.19,978,287,29,19.3,7.1
1192,RIETFONTEIN DAM 6,Africa,-24.45444444,28.65361111,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36935dams with location,catchment,and attribute information",8,0.061,42.9829,1214,488,165,17.3,7.6
3599,MIMOSA NO.2-DAM,Africa,-32.02361111,24.8875,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36936dams with location,catchment,and attribute information",8,0.114,75.9308,1640,790,171,13.1,4
3872,RIETFONTEIN DAM,Africa,-32.16972222,23.70166667,ZA Department of Water and Sanitation,record,"Global Dam Tracker:A database of more than 36937dams with location,catchment,and attribute information",9,0.25,19.0837,1154,879,170,15.7,3
