"X","Dam_Name","Continent","Lat","Long","Source","Flag","Article_source","ORD_FLOW","Capacity","up_area_sk","row_min_ppt","sgr_dk_rav","row_min_tmax","row_max_aet","row_median_q","row_max_ppt","row_min_PDSI","row_min_soil","underground"
19087,"Kavaktepe","Asia",38.30208333,37.45978475,"Doga Dogerni / http://www.modernpowersystems.com/story.asp?storyCode=2059237","record","A global boom in hydropower dam construction",6,70,634.528,0.2,78,1.4,110.7,1.4,102.2,-2.31,5.1,455
6157,"Baipaza","Asia",38.2674,69.1237,"AQUASTAT, UN Economic Commission for Europe, Global Energy Observatory","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,600,31405.3,0,44,9.2,119.7,2.45,145.1,-5.29,17.3,727
13872,"Nam Kong 3","Asia",14.5722063,106.9198047,"WLE Mekong","record","https://www.stimson.org/project/mekong-dam-monitor/",5,54,638.124,1.5,76,26.4,158.7,34.55,786.2,3.38,98.1,401
18518,"?Avluca","Asia",40.774913,38.762413,"http://www.aksa.com.tr/upload/docs/e6ff634e-a0df-4507-9a64-1bd0d2a7fece/e6ff634e-a0df-4507-9a64-1bd0d2a7fece.pdf","record","A global boom in hydropower dam construction",6,45,212.356,30.9,299,6.7,91,3.55,110.9,-2.1,15.8,885
18263,"Meydancik Reg. Ve ","Asia",41.26875,42.28541667,"http://www.eie.gov.tr/HES/index.aspx","record","A global boom in hydropower dam construction",7,17,571.589,24.6,1195,2.6,127.3,5.05,133.4,-2.37,13.6,578
10937,"Myotha","Asia",21.672793,95.719008,"CGIAR Greater Mekong","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,2000,39.707,0.1,55,29.4,144,1.9,180.8,-5.18,3.2,143
9706,"Sinan Jiang","Asia",23.094149,101.872844,"CGIAR Greater Mekong","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,201,1593.76,10.5,88,19.5,135.2,2.7,232.2,-3.18,67.3,767
8183,"Chauri Khola","Asia",27.60625,85.86875,"www.doed.gov.np","record","A global boom in hydropower dam construction",6,5,141.682,4.2,182,16,123.5,5.75,430.7,3,16.6,688
7894,"Third Trishuli Nadi","Asia",27.81875,84.83125,"www.doed.gov.np","record","A global boom in hydropower dam construction",4,20.1,6608.97,2.3,33,19.2,138.9,13.25,414.1,3.39,27.4,962
7482,"Kalanga","Asia",29.59583317,80.89999983,"www.doed.gov.np","record","A global boom in hydropower dam construction",5,15.33,242.447,1.1,344,11.7,135,3.95,331,-1.87,45.6,1239
19715,"?Bucakk?y","Asia",36.58958333,32.29791667,"http://translate.google.de/translate?hl=en&sl=tr&u=http://www.akiskanmuhendislik.com/projegoster.php%3FprojeID%3D30&prev=/search%3Fq%3D%25C2%25A0BUCAKK%25C3%2596Y%2Bhes%26hl%3Den%26gl%3Dde%26biw%3D1920%26bih%3D1069&/ http://translate.google.de/translate?","record","A global boom in hydropower dam construction",7,5.7,28.7753,1.6,388,4.5,78.8,2.3,275.3,-3.11,10.5,778
12560,"Nam Mouan","Asia",18.74536,104.269,"Ministry of Energy and Mines, Lao PDR","record","https://www.stimson.org/project/mekong-dam-monitor/",5,100,1682.98,1.5,34,23.6,145.1,3.5,473.8,-1.78,89,469
8270,"Dagachhu","Asia",27.036496,89.919902,"Druk Green, Dagachhu Hydro Power Corporation Ltd (http://www.dagachhu.com/)","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,126,660.324,2.3,0,16.9,125.4,27.85,736.9,1.14,53.8,757
19688,"?Avcilar","Asia",36.348124,35.839376,"http://www.eie.gov.tr/HES/index.aspx","record","A global boom in hydropower dam construction",7,8,21.7933,1.9,879,14.1,94.3,1.9,290.2,-3.99,33.2,532
7206,"Reyu","Asia",31.16156,95.067928,"CGIAR Greater Mekong, International Rivers, http://tibetanplateau.blogspot.com/","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,600,57745.9,2.1,25,-2.5,103.2,2.9,143.1,1.89,32.5,927
13610,"Tornhim, Muangtalim Power Plant","Asia",15.57694,107.0064,"Ministry of Energy and Mines, Lao PDR","record","https://www.stimson.org/project/mekong-dam-monitor/",5,300,232.416,4.5,420,23.3,154.7,78.9,1123.9,2.17,44.5,506
7554,"Lower Lohore Khola Hpp","Asia",28.76875,81.63541667,"www.doed.gov.np","record","A global boom in hydropower dam construction",5,20,982.201,0.2,107,16.9,144.7,3.5,345.7,-2.25,22.3,787
6930,"Patam","Asia",32.85625,76.79375,"http://www.sandrp.in/basin_maps/Hydro_%20Electric_Projects_in_Chenab_River_Basin.pdf","record","A global boom in hydropower dam construction",5,60,749.948,11,0,-10.6,98.3,1.15,163.3,-3.17,11.3,997
19354,"?Baykan","Asia",38.19864517,41.80968817,"WWF / DOGA DOGERNI","record","A global boom in hydropower dam construction",7,55,42.6688,0,472,6.5,84.7,1.95,223.4,-6.38,13.9,744
19570,"Taham","Asia",36.787874,48.478292,"Iran Water Resources Management Company","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,1.1,165.66,1.5,160,1.6,59.2,0.5,49,-7.5,4.1,614
18264,"Meydancik Reg. Ve ","Asia",41.26875,42.28541667,"http://www.eie.gov.tr/HES/index.aspx","record","A global boom in hydropower dam construction",6,17,571.589,24.6,129,2.6,127.3,5.05,133.4,-2.37,13.6,578
7684,"Jin Ping I","Asia",28.253,101.6439,"International Rivers","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,4800,9.6432,3.1,2720,7.4,118,2.7,190.8,-2.01,20.6,938
8505,"Dengke","Asia",25.01344,98.38125,"World Atlas / http://cdm.unfccc.int/Projects/DB/JACO1324975248.89/view","record","A global boom in hydropower dam construction",5,120,266.888,0.3,51,17.6,127.6,6.6,278.6,-4.18,26.6,355
8181,"Pharping","Asia",27.6,85.266667,"Nepali Electricity Authority","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,0.5,16.1668,1.9,782,15.8,123.2,6.35,381.8,2.37,21.4,537
19454,"Cine Adnan Menderes","Asia",37.49463,28.12819,"Turkey DSI (State Hydraulic Works)","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,47.2,1456.19,2.3,110,11.2,81.7,1.25,120.3,-2.92,18.5,527
18955,"?Kovanlikdere (Linlin I-Ii-Iii)","Asia",39.77708333,27.13125,"WWF / DOGA DOGERNI","record","A global boom in hydropower dam construction",7,1.64,20.9623,7.8,224,7.3,93.7,2.15,137.4,-2.5,37,531
6727,"Azad Pattan","Asia",33.737494,73.600006,"http://cdm.unfccc.int/filestorage/K/I/S/KISF6U9QWX01LHPZ7GEJ8VT3M4ACOB/APPL%20PDD%20Azad%20Pattan.pdf?t=NjB8bWQya2JkfDD25C-S3DSZ4CNK1iSTclbV","record","A global boom in hydropower dam construction",4,650,26447.8,9,24,15.5,128,2.6,191,-3.2,12.2,718
14159,"Krong No 3","Asia",12.2117,108.2847,"Open Development Vietnam","record","https://www.stimson.org/project/mekong-dam-monitor/",5,18,939.572,1.6,32,24.6,134.8,8.75,337.6,9.49,129.4,399
7920,"Indrawati-III","Asia",27.885198,85.613408,"National Hydro Power Company","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,7.5,425.245,2.3,166,14.5,121.7,5,498.8,3.72,15.6,817
13874,"Xekong (Downstream)","Asia",14.59331,106.549082,"CGIAR Greater Mekong","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,76,18901.1,0.5,6,30,167.7,10.2,842.3,2.06,49.9,89
18547,"?Ayvadere","Asia",40.87692,40.02291667,"WWF / DOGA DOGERNI","record","A global boom in hydropower dam construction",6,10,710.866,36.3,137,9.8,101.3,10.75,184.8,-2.2,52.3,814
8054,"Bhasme","Asia",27.1864605,88.5739605,"http://www.sandrp.in/basin_maps/Teesta%20150411.jpg","record","A global boom in hydropower dam construction",5,32,531.503,3.5,191,20,136.7,186.95,1004.7,1.63,29.8,879
8156,"Roshi Khola & Ladku Khola","Asia",27.54583367,85.56249967,"www.doed.gov.np","record","A global boom in hydropower dam construction",6,3,225.655,2.1,147,15.4,124.6,5.6,412.9,2.24,18.5,624
19190,"?Kaynarca","Asia",38.749699,37.66875,"WWF / DOGA DOGERNI","record","A global boom in hydropower dam construction",6,35.7,3035.29,0.3,34,1.2,92.3,1.3,87.7,-3.33,6.5,550
12824,"Nam Ngum 1 Extension Phase 2","Asia",18.52777,102.5308,"Ministry of Energy and Mines, Lao PDR","record","https://www.stimson.org/project/mekong-dam-monitor/",4,40,8320.51,0.6,0,27.8,145.7,4.2,558.5,-2.7,173.2,277
6619,"Patrind","Asia",34.342599,73.428928,"Star Hydro Power Pte. Ltd. (http://www.patrind.com/)","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,150,2510.03,15.5,75,13.9,135.9,4.05,258.1,-3.89,17.1,570
10174,"Gelantan","Asia",22.7025,102.05727,"CGIAR Greater Mekong","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,450,17262.5,33.5,27,22,142.4,2.7,267.9,-3.76,115.6,664
11965,"Nam Seuang 3","Asia",20.05173,102.3283,"Ministry of Energy and Mines, Lao PDR","record","https://www.stimson.org/project/mekong-dam-monitor/",5,42,5749.96,16.2,28,26.5,138.9,5.35,385.6,-3.73,218.8,551
13057,"Xaladnoi Dam and Sapatan Torn Lum","Asia",17.72611,104.5683,"Ministry of Energy and Mines, Lao PDR","record","https://www.stimson.org/project/mekong-dam-monitor/",5,5,1785.05,0,18,26.6,150.2,6.7,665.6,-1.14,159.5,69
7757,"Durbang Myagdi Khola","Asia",28.44375,83.51875,"www.doed.gov.np","record","A global boom in hydropower dam construction",5,27.3,289.614,2.6,523,12,122.2,6.85,402.8,3.1,19.2,789
7308,"Kishau","Asia",30.757046,77.70625,"http://sandrp.in/basin_maps/","record","A global boom in hydropower dam construction",5,600,4664.69,2.3,57,14.9,121.6,3.8,374.5,-1.72,26.2,767
9383,"Shweli II","Asia",23.677658,97.316835,"CGIAR Greater Mekong","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,520,13339.9,0.7,65,23.6,127.6,5.2,288.9,-4.04,126.2,467
5950,"Toktogul","Asia",41.682917,72.652917,"AQUASTAT, CAWater, UN Economic Commission for Europe, GRanD, Global Energy Observatory","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,1200,51893,6.4,60,1.8,98.3,1.2,141.7,-3.08,12.3,707
7737,"Beni Kaligandaki","Asia",28.39375,83.59375,"www.doed.gov.np","record","A global boom in hydropower dam construction",5,50,4201.9,2.2,173,13.1,123.8,9.25,433.9,3.57,17.9,1070
7685,"Baihetan ","Asia",28.2523615,103.6601385,"http://en.wikipedia.org/wiki/Baihetan_Dam","record","A global boom in hydropower dam construction",3,14000,451869,13.8,30,9.4,140.1,3.9,173.5,-3.71,18.9,917
13781,"Xe Kaman 2A","Asia",15.269677,107.450217,"CGIAR Greater Mekong","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,180,1718.98,22.2,67,24.2,160.1,15.1,824.8,3.29,90.3,935
19556,"Ketir","Asia",36.70625,32.76458333,"http://www.eie.gov.tr/HES/index.aspx","record","A global boom in hydropower dam construction",6,14.6,188.642,2.5,74,4.9,62.1,1.9,297.8,-2.58,7.3,528
13741,"Xe Nam Noy","Asia",15.026115,106.627369,"CGIAR Greater Mekong","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,410,29.0231,1.8,52,25.5,158.6,21.55,873.3,2.24,54.9,228
7034,"Pan Kou","Asia",32.2093,110.18125,"http://www.internationalrivers.org/resources/spreadsheet-of-major-dams-in-china-7743","record","A global boom in hydropower dam construction",4,510,8971.96,4.2,16,9,103.1,4.1,137.6,-5.35,9.9,602
5824,"Xinjiang","Asia",44.060329,85.44375,"https://cdm.unfccc.int/s/Validation/DB/RXMYM55A5YT4Q277RWDFBFFORS87RM/view.html","record","A global boom in hydropower dam construction",6,15,1214.1,2.3,146,-11.5,25.3,0.55,22.9,-4.73,0.4,243
18497,"??ileklitepe","Asia",40.716114,38.728614,"WWF / DOGA DOGERNI","record","A global boom in hydropower dam construction",6,20,151.518,26,197,5.5,91.7,3.2,101.7,-2.11,15.1,776
13614,"Nam Bi 0","Asia",15.57694,107.0064,"Ministry of Energy and Mines, Lao PDR","record","https://www.stimson.org/project/mekong-dam-monitor/",5,14.8,232.416,4.5,420,23.3,154.7,78.9,1123.9,2.17,44.5,506
6729,"Akhori ","Asia",33.73958333,72.29375,"WPDA / http://www.wapda.gov.pk/htmls/future-index.html","record","A global boom in hydropower dam construction",5,600,3059.5,2.3,14,18.3,96.3,1.2,104.7,-2.4,3.6,504
11919,"Nam Beng","Asia",19.95208333,101.229354,"Mekong river commision","record","A global boom in hydropower dam construction",5,30,1898.46,13.6,157,28,133.9,4.2,408,-8.01,141.4,524
13981,"Prek Liang 1","Asia",14.216561,107.250672,"CGIAR Greater Mekong","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,35,931.503,1.4,23,28,165.8,6.8,654.7,2.32,61.6,429
8122,"Lower Likhu","Asia",27.4230555,86.2480555,"www.doed.gov.np","record","A global boom in hydropower dam construction",5,28.1,749.32,3.1,172,15.5,115.2,3.95,478.2,2.21,19.6,719
12039,"Nam Suang 2","Asia",20.148683,102.6426,"CGIAR Greater Mekong","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,134,5192.67,9,16,25.9,138.6,5.8,405.3,-4.2,197.6,639
19013,"Yamula","Asia",38.90494,35.27112,"Turkey DSI (State Hydraulic Works)","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,100,15552.3,0.7,16,3.7,72.1,1.3,62.6,-1.7,3.5,460
7474,"Seti Nadi-3 Hpp","Asia",29.56458333,81.22291667,"www.doed.gov.np","record","A global boom in hydropower dam construction",5,80,2008.02,0.7,114,12.6,130.6,2.85,365.2,-1.71,34.5,885
7692,"Modi Khola","Asia",28.272,83.7411,"Nepali Electricity Authority","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,14.8,499.119,1.3,201,15.5,129.1,20.3,514.3,3.64,21.4,681
7562,"Bitu","Asia",28.828636,98.46071,"CGIAR Greater Mekong, http://tibetanplateau.blogspot.com/","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,367,8480.8,2.6,161,-0.3,93.5,3.05,127.4,-2.62,14.4,1071
19122,"?Silvan","Asia",38.41458333,40.884491,"WWF / DOGA DOGERNI","record","A global boom in hydropower dam construction",5,160,670.418,0.2,14,5.1,84.5,1.05,216.5,-6.6,13.4,329
18242,"?Ardanu?-I","Asia",41.13401683,42.04514983,"http://www.eie.gov.tr/HES/image.aspx?HESNO=153","record","A global boom in hydropower dam construction",6,37.2,541.93,22.2,252,5.9,122.9,5.1,125.8,-2.87,11.5,691
14603,"Semangka","Asia",-5.3798545,104.3798545,"http://cdm.unfccc.int/s/Validation/DB/SYLI5VLCEFVSTI8UT105ZQXCEGP3PJ/view.html","record","A global boom in hydropower dam construction",5,56.6,877.015,149.8,145,28.7,120.9,151.7,624,-3.07,77.3,281
11830,"Nam Khan 1","Asia",19.782863,102.795466,"CGIAR Greater Mekong","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,101.8,3336.13,5.3,18,25,135.4,6.1,451.9,-2.6,180.7,575
6809,"Baglihar Ii","Asia",33.22469033,75.25447633,"http://www.sandrp.in/basin_maps/Hydro_%20Electric_Projects_in_Chenab_River_Basin.pdf","record","A global boom in hydropower dam construction",4,450,18905.9,19.6,45,13.1,123.5,2.8,211.1,-2.98,21.7,938
10992,"Khau Chu 2","Asia",21.46875,104.3479167,"http://cdm.unfccc.int/s/DB/RWTUV1352710807.22/view","record","A global boom in hydropower dam construction",7,2.5,36.1589,7.4,576,15.7,129.7,4.15,463.8,-3.79,82.3,836
14048,"Stung Treng","Asia",13.575317,105.98345,"CGIAR Greater Mekong","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,980,15.0221,0.8,9,30.1,148,6.05,522.4,-3.6,122.4,44
6992,"Tank Zam ","Asia",32.3161155,70.1588845,"http://wapda.gov.pk","record","A global boom in hydropower dam construction",6,480,2162.47,0.1,100,18.3,94.6,0.55,99.6,-4.59,0.5,637
7896,"Rigdi Khola","Asia",27.8208335,84.5208335,"www.doed.gov.np","record","A global boom in hydropower dam construction",4,1.94,16768,2,78,19.4,139.5,30.05,410.7,3.13,31.6,948
7299,"Jelam Tamak","Asia",30.645219,79.832719,"http://www.sandrp.in/basin_maps/Alaknanda%20150411.jpg","record","A global boom in hydropower dam construction",5,60,1689.92,5.2,150,0.4,99.7,4.15,355.4,0.93,14.9,1067
13882,"Huaybangsong Tornlumpat 21","Asia",14.66278,105.9689,"Ministry of Energy and Mines, Lao PDR","record","https://www.stimson.org/project/mekong-dam-monitor/",7,21,4.98424,0.1,234,29,157.5,11.15,1108.9,2.15,160.7,43
7188,"Tangnu Romai","Asia",31.03541667,77.82708333,"http://sandrp.in/basin_maps/","record","A global boom in hydropower dam construction",7,50,1356.84,6.4,1379,10.2,106.2,4.6,351.2,-2.11,24.6,1097
7269,"Bowla Nandprayag","Asia",30.408347,79.358347,"http://sandrp.in/basin_maps/","record","A global boom in hydropower dam construction",4,132,5427.46,3.6,129,13.8,142.3,22.6,317.3,0.96,20.6,963
19806,"Zayandeh Rud","Asia",32.733889,50.736667,"Iran Water Resources Management Company","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,55.5,4109.35,0.1,83,8.8,58.2,1,60.9,-5.42,1.4,650
18711,"Gemin Reg. Ve ","Asia",40.1344935,38.0969935,"http://www.eie.gov.tr/HES/index.aspx","record","A global boom in hydropower dam construction",6,2.17,156.248,4.2,304,3.5,82.8,2.3,100.5,-4.37,16.4,667
8130,"Nikachhu","Asia",27.448546,90.374313,"Tangsibji Hydro Energy Ltd (https://www.thye.bt/)","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,118,368.493,3.1,310,8.1,115.2,6.6,377,3.07,42.5,798
9929,"Wei Long","Asia",23.134361,104.493728,"CGIAR Greater Mekong","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,10,3831.56,23.5,64,14.7,133.8,4.3,275.5,-2.78,24.5,451
19462,"Sazak ","Asia",37.5149,36.36458333,"http://www.eie.gov.tr/HES/index.aspx","record","A global boom in hydropower dam construction",6,6.64,85.11,2,418,8.6,98.5,1.65,212,-5.09,21.2,402
8046,"Khorunga Khola","Asia",27.17291667,87.53958333,"www.doed.gov.np","record","A global boom in hydropower dam construction",6,4.8,107.654,3,446,15.1,118.7,15.95,439.6,2.01,21.9,555
8052,"Tuoba","Asia",27.180664,99.148995,"CGIAR Greater Mekong, International Rivers, http://tibetanplateau.blogspot.com/","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,1400,82454.2,0.2,28,12.8,111.7,3.8,178.5,-4.11,20,1144
13647,"Houay Avien","Asia",15.33912,106.727,"World Bank","record","https://www.stimson.org/project/mekong-dam-monitor/",4,3,6011.49,5.4,7,28.6,159.6,7,660.2,2.49,33.9,319
14191,"Dray Hinh 2","Asia",12.6757,107.903978,"CGIAR Greater Mekong","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",7,16,9.84322,1.2,80,27.7,138.7,9.65,505.1,1.66,27.4,83
7687,"Xi Luo Du","Asia",28.2596,103.6493,"International Rivers","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",3,14400,451860,13.8,30,9.4,140.1,3.9,173.5,-3.71,18.9,917
7193,"Rupin Iii.Iv.V","Asia",31.05625,78.078771,"http://sandrp.in/basin_maps/","record","A global boom in hydropower dam construction",5,37,1512.62,5.7,153,10.8,107.6,4.3,345.7,-2.12,21.4,860
8072,"Iwa Khola","Asia",27.28125,87.865,"www.doed.gov.np","record","A global boom in hydropower dam construction",6,9.9,234.807,2,219,15.8,120.6,7,467.7,1.25,25.2,890
8278,"Guizhou Nayong","Asia",26.63958333,105.147736,"https://cdm.unfccc.int/s/DB/RINA1355848360.1/view","record","A global boom in hydropower dam construction",5,16,2449.44,18.5,85,7.9,137.9,2.4,198.2,-4.86,11.4,585
5796,"Nen","Asia",50.49791667,125.7020833,"WWF Amur Region","record","A global boom in hydropower dam construction",5,225,10052.7,3.8,4,-19.3,106.2,1.2,122.9,-3.08,16,76
18210,"?Tekatan","Asia",40.99791667,37.01997,"http://www.eie.gov.tr/HES/index.aspx","record","A global boom in hydropower dam construction",6,1.97,51.2313,19,224,7.3,84.5,2.55,109.8,-4.88,43.9,615
8118,"Solu Khola (Dudha Koshi)","Asia",27.413611,86.68541667,"www.doed.gov.np","record","A global boom in hydropower dam construction",4,51,2691.82,5.8,192,16.6,124.6,4.45,501,2.29,24.9,801
7878,"Lower Khare","Asia",27.76111083,86.23194417,"www.doed.gov.np","record","A global boom in hydropower dam construction",6,8.26,176.021,4,540,14.1,115.5,9,631.4,3.4,13.9,964
8116,"Tamor Mewa","Asia",27.404167,87.679167,"www.doed.gov.np","record","A global boom in hydropower dam construction",4,101,2042.16,4,222,15.8,120.1,13.3,495.2,2.74,23.7,849
5786,"Giluy","Asia",54.56458317,126.2312502,"WWF Amur Region","record","A global boom in hydropower dam construction",4,85,19833.1,1.7,9,-21.7,126.6,0.35,161.6,1.38,22.1,179
7088,"Kashang I","Asia",31.622559,78.29375,"http://www.sandrp.in/basin_maps/Hydropower_Projects_in_%20Sutlej_River_Basin.pdf","record","A global boom in hydropower dam construction",6,65,124.251,8.3,1137,3.4,109,3.95,156.6,-2.18,16.8,1050
19040,"Hasanabdal Reg. Ve ","Asia",39.19827833,43.36911167,"http://www.eie.gov.tr/HES/index.aspx","record","A global boom in hydropower dam construction",7,2.37,294.383,1.6,134,-1.1,100,0.35,92.1,-5.12,5.7,526
7831,"Myagdi- 2","Asia",28.62173738,83.39791667,"www.doed.gov.np","record","A global boom in hydropower dam construction",6,61.2,157.068,3.2,959,7.2,118.3,4.2,257.6,3.99,28.4,425
7394,"Utyasu ","Asia",30.27291667,78.957265,"http://www.sandrp.in/basin_maps/Alaknanda%20150411.jpg","record","A global boom in hydropower dam construction",4,860,10348,1.2,58,16.5,129.9,6.6,316.1,1.02,42.1,827
7289,"Vishnugad Pipalkoti","Asia",30.55543667,79.52210333,"http://www.sandrp.in/basin_maps/Alaknanda%20150411.jpg","record","A global boom in hydropower dam construction",4,444,4640.71,6.7,1239,11.8,136.5,29.4,400.3,0.84,11.2,526
18543,"?G®πneyce Bar. Ve ","Asia",40.85528283,39.93861617,"http://www.hepp.com.tr/testi/baraj/guneyce.pdf","record","A global boom in hydropower dam construction",6,60,227.85,31.6,223,8.2,102.5,3.9,145.8,-2.09,54.1,812
5951,"Kambaratinsk ","Asia",41.783889,73.47708333,"http://en.wikipedia.org/wiki/Kambaratinsk_Dam","record","A global boom in hydropower dam construction",4,1900,45916.2,6.1,25,-2.2,89.8,1.05,164.2,-4.19,16.2,973
18548,"?Kozb®πk®π","Asia",40.87708333,37.887897,"WWF / DOGA DOGERNI","record","A global boom in hydropower dam construction",5,66,1915.12,37.2,60,8,96.3,4.1,155.8,-2.18,36.2,724
18405,"?ayir?z®π Reg. Ve ","Asia",40.55625,40.908222,"http://www.eie.gov.tr/HES/index.aspx","record","A global boom in hydropower dam construction",6,3.92,101.861,17.3,499,-3.1,114.2,1.3,118.2,-5.13,24.5,646
10265,"Mengsong","Asia",21.780267,101.147367,"CGIAR Greater Mekong, International Rivers","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",3,600,153435,23.4,51,23.8,139.3,3.85,351.8,-3.13,166.4,677
8166,"Kirne Hydropower Project","Asia",27.56458333,86.18958333,"www.doed.gov.np","record","A global boom in hydropower dam construction",5,65,331.429,3.5,364,14.6,109.3,4.3,569.4,2.75,17.4,749
7046,"Sha Ba","Asia",31.3822,103.5179,"International Rivers","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,720,19035.2,5.3,77,4.6,111.1,4.55,145.9,0.93,73.4,1093
10382,"Nam Myaw ","Asia",21.96041667,96.883564,"http://en.wikipedia.org/wiki/Dams_in_Burma / http://www.mmtimes.com/2011/business/560/biz56003.html","record","A global boom in hydropower dam construction",4,4,25513.5,0.9,124,24.1,118.9,7.65,386.8,-2.96,45.7,716
7391,"Kaxi","Asia",30.259871,96.868778,"CGIAR Greater Mekong, International Rivers, http://tibetanplateau.blogspot.com/","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,950,80684.6,1.3,1732,-2.1,99.6,3.4,155.8,-1.01,47.2,945
13762,"Xaytampamtornteng","Asia",15.17745,106.2203,"Ministry of Energy and Mines, Lao PDR","record","https://www.stimson.org/project/mekong-dam-monitor/",7,12,0.621509,1.1,324,23.6,146.8,18.1,833.6,1.83,83.7,203
13602,"Huaytapae 1","Asia",15.46806,106.1667,"Ministry of Energy and Mines, Lao PDR","record","https://www.stimson.org/project/mekong-dam-monitor/",6,5,130.407,1.7,148,25.8,154.7,6.95,677.1,2.35,39.2,21
6883,"Dangqia","Asia",32.50829567,96.62503767,"http://tibetanplateau.blogspot.de/2013/03/2013-update-dams-on-drichu-yangtze.html","record","A global boom in hydropower dam construction",5,12,4507.14,1.3,32,-2,103.4,2.15,144.6,-2.97,5.2,609
7194,"Jiesigou","Asia",31.06159792,102.5354167,"http://cdm.unfccc.int/s/DB/CEPREI_Cert1354083465.83/view","record","A global boom in hydropower dam construction",6,24,501.216,1.8,254,1.1,99.6,2.9,143,-5.63,53,948
12163,"Nam Ngiep 2","Asia",19.299877,103.352263,"CGIAR Greater Mekong","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",6,180,324.677,2.7,220,23.5,136.5,4.3,414.2,-2.13,95.8,306
8031,"Pare","Asia",27.164235,93.764235,"World Atalas /http://wikimapia.org/18102501/Pare-HEP-Dam-Site","record","A global boom in hydropower dam construction",5,110,879.947,1.4,24,22.9,135.8,72.5,704,-4.8,44.5,423
10183,"Nam Tu","Asia",22.720943,97.319365,"CGIAR Greater Mekong","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,100,6795.42,3.1,66,24.7,125.4,4.65,246.6,-5.48,96,509
18427,"?Ikisu","Asia",40.582606,38.357606,"WWF / DOGA DOGERNI","record","A global boom in hydropower dam construction",6,40,296.123,14.7,234,2.6,95.8,2.6,98.8,-2.72,13.3,889
8269,"Tala-Wankha","Asia",27.03583333,89.595,"AQUASTAT, Druk Green (http://www.drukgreen.bt/tala-hydropower-plant/)","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",5,1020,3736.19,1.7,251,13.1,115.1,87.8,724.7,1.74,66.5,858
7061,"Tong Ha","Asia",31.4822,100.0977,"International Rivers","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",4,200,33548.8,2.2,65,-1.6,102.1,1.85,154.2,-7.2,33.8,896
6440,"Basho Hydropower Project","Asia",35.47291667,75.41458333,"WPDA / http://www.wapda.gov.pk/htmls/future-index.html","record","A global boom in hydropower dam construction",4,28,141488,7.9,59,-0.1,48.6,0.7,40.1,-2.13,4.6,486
8352,"Guan Yin Yan","Asia",26.5193,101.438,"International Rivers","record","Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",3,3000,254179,1.2,76,20.4,129.3,2.3,135.6,-6.51,9.3,657
7724,"Upper Khudi","Asia",28.35625,84.33125,"www.doed.gov.np","record","A global boom in hydropower dam construction",6,26,80.2545,3.2,648,11.9,119.7,3.95,271.4,4.7,17.8,859
